date,retailer_id,product_id,demand,fulfilled,stockout,stockout_rate
2025-05-17,R4,p4,27,0,27,1.0
2025-05-17,R4,p1,0,0,0,0.0
2025-05-17,R4,p3,73,0,73,1.0
2025-05-17,R4,p2,33,0,33,1.0
2025-05-17,R4,p5,71,0,71,1.0
2025-05-17,R5,p4,26,0,26,1.0
2025-05-17,R5,p1,26,0,26,1.0
2025-05-17,R5,p3,97,0,97,1.0
2025-05-17,R5,p2,50,0,50,1.0
2025-05-17,R5,p5,43,0,43,1.0
2025-05-17,R6,p4,10,0,10,1.0
2025-05-17,R6,p1,80,0,80,1.0
2025-05-17,R6,p3,89,0,89,1.0
2025-05-17,R6,p2,59,0,59,1.0
2025-05-17,R6,p5,53,0,53,1.0
2025-05-17,R7,p4,70,0,70,1.0
2025-05-17,R7,p1,24,0,24,1.0
2025-05-17,R7,p3,74,0,74,1.0
2025-05-17,R7,p2,84,0,84,1.0
2025-05-17,R7,p5,29,0,29,1.0
2025-05-17,R8,p4,47,0,47,1.0
2025-05-17,R8,p1,113,0,113,1.0
2025-05-17,R8,p3,90,0,90,1.0
2025-05-17,R8,p2,19,0,19,1.0
2025-05-17,R8,p5,17,0,17,1.0
2025-05-17,R9,p4,88,0,88,1.0
2025-05-17,R9,p1,105,0,105,1.0
2025-05-17,R9,p3,154,0,154,1.0
2025-05-17,R9,p2,85,0,85,1.0
2025-05-17,R9,p5,58,0,58,1.0
2025-05-17,R10,p4,81,0,81,1.0
2025-05-17,R10,p1,13,0,13,1.0
2025-05-17,R10,p3,17,0,17,1.0
2025-05-17,R10,p2,23,0,23,1.0
2025-05-17,R10,p5,88,0,88,1.0
2025-05-18,R1,p4,26,0,26,1.0
2025-05-18,R1,p1,26,0,26,1.0
2025-05-18,R1,p3,36,0,36,1.0
2025-05-18,R1,p2,92,0,92,1.0
2025-05-18,R1,p5,83,0,83,1.0
2025-05-18,R2,p4,164,0,164,1.0
2025-05-18,R2,p1,109,0,109,1.0
2025-05-18,R2,p3,35,0,35,1.0
2025-05-18,R2,p2,46,0,46,1.0
2025-05-18,R2,p5,27,0,27,1.0
2025-05-18,R3,p4,36,0,36,1.0
2025-05-18,R3,p1,100,0,100,1.0
2025-05-18,R3,p3,141,0,141,1.0
2025-05-18,R3,p2,34,0,34,1.0
2025-05-18,R3,p5,102,0,102,1.0
2025-05-18,R4,p4,36,0,36,1.0
2025-05-18,R4,p1,36,0,36,1.0
2025-05-18,R4,p3,96,0,96,1.0
2025-05-18,R4,p2,50,0,50,1.0
2025-05-18,R4,p5,37,0,37,1.0
2025-05-18,R5,p4,54,0,54,1.0
2025-05-18,R5,p1,36,0,36,1.0
2025-05-18,R5,p3,52,0,52,1.0
2025-05-18,R5,p2,50,0,50,1.0
2025-05-18,R5,p5,70,0,70,1.0
2025-05-18,R6,p4,11,0,11,1.0
2025-05-18,R6,p1,34,0,34,1.0
2025-05-18,R6,p3,45,0,45,1.0
2025-05-18,R6,p2,198,0,198,1.0
2025-05-18,R6,p5,93,0,93,1.0
2025-05-18,R7,p4,33,0,33,1.0
2025-05-18,R7,p1,17,0,17,1.0
2025-05-18,R7,p3,47,0,47,1.0
2025-05-18,R7,p2,124,0,124,1.0
2025-05-18,R7,p5,48,0,48,1.0
2025-05-18,R8,p4,32,0,32,1.0
2025-05-18,R8,p1,144,0,144,1.0
2025-05-18,R8,p3,66,0,66,1.0
2025-05-18,R8,p2,59,0,59,1.0
2025-05-18,R8,p5,32,0,32,1.0
2025-05-18,R9,p4,65,0,65,1.0
2025-05-18,R9,p1,82,0,82,1.0
2025-05-18,R9,p3,96,0,96,1.0
2025-05-18,R9,p2,40,0,40,1.0
2025-05-18,R9,p5,61,0,61,1.0
2025-05-18,R10,p4,103,0,103,1.0
2025-05-18,R10,p1,8,0,8,1.0
2025-05-18,R10,p3,11,0,11,1.0
2025-05-18,R10,p2,18,0,18,1.0
2025-05-18,R10,p5,144,0,144,1.0
2025-05-19,R1,p4,32,0,32,1.0
2025-05-19,R1,p1,23,0,23,1.0
2025-05-19,R1,p3,23,0,23,1.0
2025-05-19,R1,p2,142,0,142,1.0
2025-05-19,R1,p5,41,0,41,1.0
2025-05-19,R2,p4,51,0,51,1.0
2025-05-19,R2,p1,30,0,30,1.0
2025-05-19,R2,p3,65,0,65,1.0
2025-05-19,R2,p2,79,0,79,1.0
2025-05-19,R2,p5,54,0,54,1.0
2025-05-19,R3,p4,77,0,77,1.0
2025-05-19,R3,p1,51,0,51,1.0
2025-05-19,R3,p3,56,0,56,1.0
2025-05-19,R3,p2,133,0,133,1.0
2025-05-19,R3,p5,73,0,73,1.0
2025-05-19,R4,p4,100,0,100,1.0
2025-05-19,R4,p1,49,0,49,1.0
2025-05-19,R4,p3,229,0,229,1.0
2025-05-19,R4,p2,63,0,63,1.0
2025-05-19,R4,p5,53,0,53,1.0
2025-05-19,R5,p4,22,0,22,1.0
2025-05-19,R5,p1,40,0,40,1.0
2025-05-19,R5,p3,129,0,129,1.0
2025-05-19,R5,p2,57,0,57,1.0
2025-05-19,R5,p5,57,0,57,1.0
2025-05-19,R6,p4,7,0,7,1.0
2025-05-19,R6,p1,81,0,81,1.0
2025-05-19,R6,p3,87,0,87,1.0
2025-05-19,R6,p2,73,0,73,1.0
2025-05-19,R6,p5,82,0,82,1.0
2025-05-19,R7,p4,96,0,96,1.0
2025-05-19,R7,p1,36,0,36,1.0
2025-05-19,R7,p3,63,0,63,1.0
2025-05-19,R7,p2,24,0,24,1.0
2025-05-19,R7,p5,41,0,41,1.0
2025-05-19,R8,p4,8,0,8,1.0
2025-05-19,R8,p1,81,0,81,1.0
2025-05-19,R8,p3,134,0,134,1.0
2025-05-19,R8,p2,96,0,96,1.0
2025-05-19,R8,p5,35,0,35,1.0
2025-05-19,R9,p4,73,0,73,1.0
2025-05-19,R9,p1,88,0,88,1.0
2025-05-19,R9,p3,90,0,90,1.0
2025-05-19,R9,p2,38,0,38,1.0
2025-05-19,R9,p5,58,0,58,1.0
2025-05-19,R10,p4,98,0,98,1.0
2025-05-19,R10,p1,7,0,7,1.0
2025-05-19,R10,p3,26,0,26,1.0
2025-05-19,R10,p2,25,0,25,1.0
2025-05-19,R10,p5,63,0,63,1.0
2025-05-20,R1,p4,30,0,30,1.0
2025-05-20,R1,p1,7,0,7,1.0
2025-05-20,R1,p3,27,0,27,1.0
2025-05-20,R1,p2,147,0,147,1.0
2025-05-20,R1,p5,47,0,47,1.0
2025-05-20,R2,p4,111,0,111,1.0
2025-05-20,R2,p1,73,0,73,1.0
2025-05-20,R2,p3,62,0,62,1.0
2025-05-20,R2,p2,41,0,41,1.0
2025-05-20,R2,p5,30,0,30,1.0
2025-05-20,R3,p4,86,0,86,1.0
2025-05-20,R3,p1,103,0,103,1.0
2025-05-20,R3,p3,87,0,87,1.0
2025-05-20,R3,p2,121,0,121,1.0
2025-05-20,R3,p5,37,0,37,1.0
2025-05-20,R4,p4,122,0,122,1.0
2025-05-20,R4,p1,34,0,34,1.0
2025-05-20,R4,p3,231,0,231,1.0
2025-05-20,R4,p2,63,0,63,1.0
2025-05-20,R4,p5,97,0,97,1.0
2025-05-20,R5,p4,35,0,35,1.0
2025-05-20,R5,p1,23,0,23,1.0
2025-05-20,R5,p3,141,0,141,1.0
2025-05-20,R5,p2,47,0,47,1.0
2025-05-20,R5,p5,101,0,101,1.0
2025-05-20,R6,p4,8,0,8,1.0
2025-05-20,R6,p1,98,0,98,1.0
2025-05-20,R6,p3,66,0,66,1.0
2025-05-20,R6,p2,86,0,86,1.0
2025-05-20,R6,p5,79,0,79,1.0
2025-05-20,R7,p4,44,0,44,1.0
2025-05-20,R7,p1,87,0,87,1.0
2025-05-20,R7,p3,79,0,79,1.0
2025-05-20,R7,p2,105,0,105,1.0
2025-05-20,R7,p5,66,0,66,1.0
2025-05-20,R8,p4,85,0,85,1.0
2025-05-20,R8,p1,97,0,97,1.0
2025-05-20,R8,p3,22,0,22,1.0
2025-05-20,R8,p2,104,0,104,1.0
2025-05-20,R8,p5,59,0,59,1.0
2025-05-20,R9,p4,97,0,97,1.0
2025-05-20,R9,p1,83,0,83,1.0
2025-05-20,R9,p3,62,0,62,1.0
2025-05-20,R9,p2,33,0,33,1.0
2025-05-20,R9,p5,26,0,26,1.0
2025-05-20,R10,p4,70,0,70,1.0
2025-05-20,R10,p1,11,0,11,1.0
2025-05-20,R10,p3,21,0,21,1.0
2025-05-20,R10,p2,23,0,23,1.0
2025-05-20,R10,p5,94,0,94,1.0
2025-05-21,R1,p4,47,0,47,1.0
2025-05-21,R1,p1,15,0,15,1.0
2025-05-21,R1,p3,30,0,30,1.0
2025-05-21,R1,p2,156,0,156,1.0
2025-05-21,R1,p5,151,0,151,1.0
2025-05-21,R2,p4,72,0,72,1.0
2025-05-21,R2,p1,157,0,157,1.0
2025-05-21,R2,p3,55,0,55,1.0
2025-05-21,R2,p2,51,0,51,1.0
2025-05-21,R2,p5,34,0,34,1.0
2025-05-21,R3,p4,45,0,45,1.0
2025-05-21,R3,p1,107,0,107,1.0
2025-05-21,R3,p3,91,0,91,1.0
2025-05-21,R3,p2,102,0,102,1.0
2025-05-21,R3,p5,81,0,81,1.0
2025-05-21,R4,p4,43,0,43,1.0
2025-05-21,R4,p1,28,0,28,1.0
2025-05-21,R4,p3,170,0,170,1.0
2025-05-21,R4,p2,57,0,57,1.0
2025-05-21,R4,p5,13,0,13,1.0
2025-05-21,R5,p4,35,0,35,1.0
2025-05-21,R5,p1,32,0,32,1.0
2025-05-21,R5,p3,90,0,90,1.0
2025-05-21,R5,p2,37,0,37,1.0
2025-05-21,R5,p5,44,0,44,1.0
2025-05-21,R6,p4,9,0,9,1.0
2025-05-21,R6,p1,31,0,31,1.0
2025-05-21,R6,p3,49,0,49,1.0
2025-05-21,R6,p2,62,0,62,1.0
2025-05-21,R6,p5,98,0,98,1.0
2025-05-21,R7,p4,54,0,54,1.0
2025-05-21,R7,p1,35,0,35,1.0
2025-05-21,R7,p3,55,0,55,1.0
2025-05-21,R7,p2,131,0,131,1.0
2025-05-21,R7,p5,48,0,48,1.0
2025-05-21,R8,p4,38,0,38,1.0
2025-05-21,R8,p1,132,0,132,1.0
2025-05-21,R8,p3,177,0,177,1.0
2025-05-21,R8,p2,109,0,109,1.0
2025-05-21,R8,p5,18,0,18,1.0
2025-05-21,R9,p4,118,0,118,1.0
2025-05-21,R9,p1,103,0,103,1.0
2025-05-21,R9,p3,78,0,78,1.0
2025-05-21,R9,p2,75,0,75,1.0
2025-05-21,R9,p5,56,0,56,1.0
2025-05-21,R10,p4,100,0,100,1.0
2025-05-21,R10,p1,11,0,11,1.0
2025-05-21,R10,p3,16,0,16,1.0
2025-05-21,R10,p2,25,0,25,1.0
2025-05-21,R10,p5,108,0,108,1.0
2025-05-22,R1,p4,55,0,55,1.0
2025-05-22,R1,p1,20,0,20,1.0
2025-05-22,R1,p3,30,0,30,1.0
2025-05-22,R1,p2,106,0,106,1.0
2025-05-22,R1,p5,93,0,93,1.0
2025-05-22,R2,p4,113,0,113,1.0
2025-05-22,R2,p1,55,0,55,1.0
2025-05-22,R2,p3,35,0,35,1.0
2025-05-22,R2,p2,109,0,109,1.0
2025-05-22,R2,p5,26,0,26,1.0
2025-05-22,R3,p4,100,0,100,1.0
2025-05-22,R3,p1,62,0,62,1.0
2025-05-22,R3,p3,101,0,101,1.0
2025-05-22,R3,p2,94,0,94,1.0
2025-05-22,R3,p5,55,0,55,1.0
2025-05-22,R4,p4,81,0,81,1.0
2025-05-22,R4,p1,22,0,22,1.0
2025-05-22,R4,p3,45,0,45,1.0
2025-05-22,R4,p2,83,0,83,1.0
2025-05-22,R4,p5,62,0,62,1.0
2025-05-22,R5,p4,34,0,34,1.0
2025-05-22,R5,p1,19,0,19,1.0
2025-05-22,R5,p3,107,0,107,1.0
2025-05-22,R5,p2,53,0,53,1.0
2025-05-22,R5,p5,80,0,80,1.0
2025-05-22,R6,p4,12,0,12,1.0
2025-05-22,R6,p1,49,0,49,1.0
2025-05-22,R6,p3,47,0,47,1.0
2025-05-22,R6,p2,28,0,28,1.0
2025-05-22,R6,p5,62,0,62,1.0
2025-05-22,R7,p4,73,0,73,1.0
2025-05-22,R7,p1,34,0,34,1.0
2025-05-22,R7,p3,27,0,27,1.0
2025-05-22,R7,p2,103,0,103,1.0
2025-05-22,R7,p5,93,0,93,1.0
2025-05-22,R8,p4,74,0,74,1.0
2025-05-22,R8,p1,148,0,148,1.0
2025-05-22,R8,p3,24,0,24,1.0
2025-05-22,R8,p2,115,0,115,1.0
2025-05-22,R8,p5,20,0,20,1.0
2025-05-22,R9,p4,144,0,144,1.0
2025-05-22,R9,p1,37,0,37,1.0
2025-05-22,R9,p3,71,0,71,1.0
2025-05-22,R9,p2,41,0,41,1.0
2025-05-22,R9,p5,53,0,53,1.0
2025-05-22,R10,p4,135,0,135,1.0
2025-05-22,R10,p1,12,0,12,1.0
2025-05-22,R10,p3,29,0,29,1.0
2025-05-22,R10,p2,22,0,22,1.0
2025-05-22,R10,p5,74,0,74,1.0
2025-05-23,R1,p4,35,0,35,1.0
2025-05-23,R1,p1,25,0,25,1.0
2025-05-23,R1,p3,15,0,15,1.0
2025-05-23,R1,p2,147,0,147,1.0
2025-05-23,R1,p5,106,0,106,1.0
2025-05-23,R2,p4,99,0,99,1.0
2025-05-23,R2,p1,131,0,131,1.0
2025-05-23,R2,p3,56,0,56,1.0
2025-05-23,R2,p2,65,0,65,1.0
2025-05-23,R2,p5,51,0,51,1.0
2025-05-23,R3,p4,124,0,124,1.0
2025-05-23,R3,p1,128,0,128,1.0
2025-05-23,R3,p3,29,0,29,1.0
2025-05-23,R3,p2,75,0,75,1.0
2025-05-23,R3,p5,31,0,31,1.0
2025-05-23,R4,p4,141,0,141,1.0
2025-05-23,R4,p1,6,0,6,1.0
2025-05-23,R4,p3,97,0,97,1.0
2025-05-23,R4,p2,39,0,39,1.0
2025-05-23,R4,p5,23,0,23,1.0
2025-05-23,R5,p4,44,0,44,1.0
2025-05-23,R5,p1,38,0,38,1.0
2025-05-23,R5,p3,92,0,92,1.0
2025-05-23,R5,p2,47,0,47,1.0
2025-05-23,R5,p5,73,0,73,1.0
2025-05-23,R6,p4,3,0,3,1.0
2025-05-23,R6,p1,33,0,33,1.0
2025-05-23,R6,p3,146,0,146,1.0
2025-05-23,R6,p2,173,0,173,1.0
2025-05-23,R6,p5,95,0,95,1.0
2025-05-23,R7,p4,116,0,116,1.0
2025-05-23,R7,p1,82,0,82,1.0
2025-05-23,R7,p3,71,0,71,1.0
2025-05-23,R7,p2,137,0,137,1.0
2025-05-23,R7,p5,54,0,54,1.0
2025-05-23,R8,p4,37,0,37,1.0
2025-05-23,R8,p1,34,0,34,1.0
2025-05-23,R8,p3,40,0,40,1.0
2025-05-23,R8,p2,137,0,137,1.0
2025-05-23,R8,p5,49,0,49,1.0
2025-05-23,R9,p4,79,0,79,1.0
2025-05-23,R9,p1,36,0,36,1.0
2025-05-23,R9,p3,91,0,91,1.0
2025-05-23,R9,p2,58,0,58,1.0
2025-05-23,R9,p5,45,0,45,1.0
2025-05-23,R10,p4,167,0,167,1.0
2025-05-23,R10,p1,10,0,10,1.0
2025-05-23,R10,p3,33,0,33,1.0
2025-05-23,R10,p2,18,0,18,1.0
2025-05-23,R10,p5,91,0,91,1.0
2025-05-24,R1,p4,21,0,21,1.0
2025-05-24,R1,p1,16,0,16,1.0
2025-05-24,R1,p3,19,0,19,1.0
2025-05-24,R1,p2,79,0,79,1.0
2025-05-24,R1,p5,52,0,52,1.0
2025-05-24,R2,p4,237,0,237,1.0
2025-05-24,R2,p1,89,0,89,1.0
2025-05-24,R2,p3,74,0,74,1.0
2025-05-24,R2,p2,67,0,67,1.0
2025-05-24,R2,p5,54,0,54,1.0
2025-05-24,R3,p4,94,0,94,1.0
2025-05-24,R3,p1,252,0,252,1.0
2025-05-24,R3,p3,32,0,32,1.0
2025-05-24,R3,p2,148,0,148,1.0
2025-05-24,R3,p5,51,0,51,1.0
2025-05-24,R4,p4,13,0,13,1.0
2025-05-24,R4,p1,44,0,44,1.0
2025-05-24,R4,p3,128,0,128,1.0
2025-05-24,R4,p2,29,0,29,1.0
2025-05-24,R4,p5,19,0,19,1.0
2025-05-24,R5,p4,32,0,32,1.0
2025-05-24,R5,p1,44,0,44,1.0
2025-05-24,R5,p3,65,0,65,1.0
2025-05-24,R5,p2,33,0,33,1.0
2025-05-24,R5,p5,75,0,75,1.0
2025-05-24,R6,p4,8,0,8,1.0
2025-05-24,R6,p1,98,0,98,1.0
2025-05-24,R6,p3,94,0,94,1.0
2025-05-24,R6,p2,135,0,135,1.0
2025-05-24,R6,p5,24,0,24,1.0
2025-05-24,R7,p4,73,0,73,1.0
2025-05-24,R7,p1,44,0,44,1.0
2025-05-24,R7,p3,66,0,66,1.0
2025-05-24,R7,p2,144,0,144,1.0
2025-05-24,R7,p5,35,0,35,1.0
2025-05-24,R8,p4,36,0,36,1.0
2025-05-24,R8,p1,155,0,155,1.0
2025-05-24,R8,p3,43,0,43,1.0
2025-05-24,R8,p2,57,0,57,1.0
2025-05-24,R8,p5,30,0,30,1.0
2025-05-24,R9,p4,96,0,96,1.0
2025-05-24,R9,p1,63,0,63,1.0
2025-05-24,R9,p3,101,0,101,1.0
2025-05-24,R9,p2,69,0,69,1.0
2025-05-24,R9,p5,58,0,58,1.0
2025-05-24,R10,p4,84,0,84,1.0
2025-05-24,R10,p1,13,0,13,1.0
2025-05-24,R10,p3,16,0,16,1.0
2025-05-24,R10,p2,17,0,17,1.0
2025-05-24,R10,p5,121,0,121,1.0
2025-05-25,R1,p4,32,0,32,1.0
2025-05-25,R1,p1,19,0,19,1.0
2025-05-25,R1,p3,29,0,29,1.0
2025-05-25,R1,p2,75,0,75,1.0
2025-05-25,R1,p5,109,0,109,1.0
2025-05-25,R2,p4,99,0,99,1.0
2025-05-25,R2,p1,71,0,71,1.0
2025-05-25,R2,p3,32,0,32,1.0
2025-05-25,R2,p2,83,0,83,1.0
2025-05-25,R2,p5,19,0,19,1.0
2025-05-25,R3,p4,85,0,85,1.0
2025-05-25,R3,p1,23,0,23,1.0
2025-05-25,R3,p3,114,0,114,1.0
2025-05-25,R3,p2,85,0,85,1.0
2025-05-25,R3,p5,33,0,33,1.0
2025-05-25,R4,p4,39,0,39,1.0
2025-05-25,R4,p1,26,0,26,1.0
2025-05-25,R4,p3,52,0,52,1.0
2025-05-25,R4,p2,62,0,62,1.0
2025-05-25,R4,p5,15,0,15,1.0
2025-05-25,R5,p4,50,0,50,1.0
2025-05-25,R5,p1,42,0,42,1.0
2025-05-25,R5,p3,111,0,111,1.0
2025-05-25,R5,p2,57,0,57,1.0
2025-05-25,R5,p5,96,0,96,1.0
2025-05-25,R6,p4,14,0,14,1.0
2025-05-25,R6,p1,102,0,102,1.0
2025-05-25,R6,p3,101,0,101,1.0
2025-05-25,R6,p2,59,0,59,1.0
2025-05-25,R6,p5,70,0,70,1.0
2025-05-25,R7,p4,51,0,51,1.0
2025-05-25,R7,p1,63,0,63,1.0
2025-05-25,R7,p3,118,0,118,1.0
2025-05-25,R7,p2,137,0,137,1.0
2025-05-25,R7,p5,78,0,78,1.0
2025-05-25,R8,p4,48,0,48,1.0
2025-05-25,R8,p1,69,0,69,1.0
2025-05-25,R8,p3,122,0,122,1.0
2025-05-25,R8,p2,90,0,90,1.0
2025-05-25,R8,p5,19,0,19,1.0
2025-05-25,R9,p4,83,0,83,1.0
2025-05-25,R9,p1,59,0,59,1.0
2025-05-25,R9,p3,105,0,105,1.0
2025-05-25,R9,p2,81,0,81,1.0
2025-05-25,R9,p5,81,0,81,1.0
2025-05-25,R10,p4,136,0,136,1.0
2025-05-25,R10,p1,14,0,14,1.0
2025-05-25,R10,p3,30,0,30,1.0
2025-05-25,R10,p2,20,0,20,1.0
2025-05-25,R10,p5,127,0,127,1.0
2025-05-26,R1,p4,27,0,27,1.0
2025-05-26,R1,p1,19,0,19,1.0
2025-05-26,R1,p3,24,0,24,1.0
2025-05-26,R1,p2,65,0,65,1.0
2025-05-26,R1,p5,59,0,59,1.0
2025-05-26,R2,p4,111,0,111,1.0
2025-05-26,R2,p1,57,0,57,1.0
2025-05-26,R2,p3,6,0,6,1.0
2025-05-26,R2,p2,66,0,66,1.0
2025-05-26,R2,p5,66,0,66,1.0
2025-05-26,R3,p4,96,0,96,1.0
2025-05-26,R3,p1,153,0,153,1.0
2025-05-26,R3,p3,132,0,132,1.0
2025-05-26,R3,p2,172,0,172,1.0
2025-05-26,R3,p5,76,0,76,1.0
2025-05-26,R4,p4,89,0,89,1.0
2025-05-26,R4,p1,25,0,25,1.0
2025-05-26,R4,p3,163,0,163,1.0
2025-05-26,R4,p2,1,0,1,1.0
2025-05-26,R4,p5,33,0,33,1.0
2025-05-26,R5,p4,34,0,34,1.0
2025-05-26,R5,p1,50,0,50,1.0
2025-05-26,R5,p3,101,0,101,1.0
2025-05-26,R5,p2,62,0,62,1.0
2025-05-26,R5,p5,77,0,77,1.0
2025-05-26,R6,p4,12,0,12,1.0
2025-05-26,R6,p1,60,0,60,1.0
2025-05-26,R6,p3,106,0,106,1.0
2025-05-26,R6,p2,69,0,69,1.0
2025-05-26,R6,p5,51,0,51,1.0
2025-05-26,R7,p4,134,0,134,1.0
2025-05-26,R7,p1,45,0,45,1.0
2025-05-26,R7,p3,22,0,22,1.0
2025-05-26,R7,p2,88,0,88,1.0
2025-05-26,R7,p5,58,0,58,1.0
2025-05-26,R8,p4,77,0,77,1.0
2025-05-26,R8,p1,136,0,136,1.0
2025-05-26,R8,p3,47,0,47,1.0
2025-05-26,R8,p2,68,0,68,1.0
2025-05-26,R8,p5,36,0,36,1.0
2025-05-26,R9,p4,122,0,122,1.0
2025-05-26,R9,p1,71,0,71,1.0
2025-05-26,R9,p3,62,0,62,1.0
2025-05-26,R9,p2,43,0,43,1.0
2025-05-26,R9,p5,59,0,59,1.0
2025-05-26,R10,p4,152,0,152,1.0
2025-05-26,R10,p1,16,0,16,1.0
2025-05-26,R10,p3,34,0,34,1.0
2025-05-26,R10,p2,15,0,15,1.0
2025-05-26,R10,p5,74,0,74,1.0
2025-05-27,R1,p4,38,0,38,1.0
2025-05-27,R1,p1,33,0,33,1.0
2025-05-27,R1,p3,43,0,43,1.0
2025-05-27,R1,p2,108,0,108,1.0
2025-05-27,R1,p5,69,0,69,1.0
2025-05-27,R2,p4,98,0,98,1.0
2025-05-27,R2,p1,73,0,73,1.0
2025-05-27,R2,p3,53,0,53,1.0
2025-05-27,R2,p2,53,0,53,1.0
2025-05-27,R2,p5,37,0,37,1.0
2025-05-27,R3,p4,78,0,78,1.0
2025-05-27,R3,p1,50,0,50,1.0
2025-05-27,R3,p3,53,0,53,1.0
2025-05-27,R3,p2,110,0,110,1.0
2025-05-27,R3,p5,40,0,40,1.0
2025-05-27,R4,p4,155,0,155,1.0
2025-05-27,R4,p1,51,0,51,1.0
2025-05-27,R4,p3,141,0,141,1.0
2025-05-27,R4,p2,49,0,49,1.0
2025-05-27,R4,p5,57,0,57,1.0
2025-05-27,R5,p4,40,0,40,1.0
2025-05-27,R5,p1,18,0,18,1.0
2025-05-27,R5,p3,123,0,123,1.0
2025-05-27,R5,p2,57,0,57,1.0
2025-05-27,R5,p5,98,0,98,1.0
2025-05-27,R6,p4,3,0,3,1.0
2025-05-27,R6,p1,54,0,54,1.0
2025-05-27,R6,p3,48,0,48,1.0
2025-05-27,R6,p2,90,0,90,1.0
2025-05-27,R6,p5,90,0,90,1.0
2025-05-27,R7,p4,43,0,43,1.0
2025-05-27,R7,p1,82,0,82,1.0
2025-05-27,R7,p3,29,0,29,1.0
2025-05-27,R7,p2,145,0,145,1.0
2025-05-27,R7,p5,47,0,47,1.0
2025-05-27,R8,p4,45,0,45,1.0
2025-05-27,R8,p1,78,0,78,1.0
2025-05-27,R8,p3,126,0,126,1.0
2025-05-27,R8,p2,100,0,100,1.0
2025-05-27,R8,p5,27,0,27,1.0
2025-05-27,R9,p4,88,0,88,1.0
2025-05-27,R9,p1,75,0,75,1.0
2025-05-27,R9,p3,93,0,93,1.0
2025-05-27,R9,p2,40,0,40,1.0
2025-05-27,R9,p5,44,0,44,1.0
2025-05-27,R10,p4,108,0,108,1.0
2025-05-27,R10,p1,10,0,10,1.0
2025-05-27,R10,p3,26,0,26,1.0
2025-05-27,R10,p2,24,0,24,1.0
2025-05-27,R10,p5,58,0,58,1.0
2025-05-28,R1,p4,25,0,25,1.0
2025-05-28,R1,p1,4,0,4,1.0
2025-05-28,R1,p3,38,0,38,1.0
2025-05-28,R1,p2,150,0,150,1.0
2025-05-28,R1,p5,112,0,112,1.0
2025-05-28,R2,p4,76,0,76,1.0
2025-05-28,R2,p1,144,0,144,1.0
2025-05-28,R2,p3,33,0,33,1.0
2025-05-28,R2,p2,23,0,23,1.0
2025-05-28,R2,p5,21,0,21,1.0
2025-05-28,R3,p4,39,0,39,1.0
2025-05-28,R3,p1,137,0,137,1.0
2025-05-28,R3,p3,33,0,33,1.0
2025-05-28,R3,p2,47,0,47,1.0
2025-05-28,R3,p5,50,0,50,1.0
2025-05-28,R4,p4,145,0,145,1.0
2025-05-28,R4,p1,27,0,27,1.0
2025-05-28,R4,p3,175,0,175,1.0
2025-05-28,R4,p2,19,0,19,1.0
2025-05-28,R4,p5,66,0,66,1.0
2025-05-28,R5,p4,37,0,37,1.0
2025-05-28,R5,p1,22,0,22,1.0
2025-05-28,R5,p3,60,0,60,1.0
2025-05-28,R5,p2,43,0,43,1.0
2025-05-28,R5,p5,82,0,82,1.0
2025-05-28,R6,p4,17,0,17,1.0
2025-05-28,R6,p1,106,0,106,1.0
2025-05-28,R6,p3,82,0,82,1.0
2025-05-28,R6,p2,74,0,74,1.0
2025-05-28,R6,p5,121,0,121,1.0
2025-05-28,R7,p4,103,0,103,1.0
2025-05-28,R7,p1,39,0,39,1.0
2025-05-28,R7,p3,89,0,89,1.0
2025-05-28,R7,p2,120,0,120,1.0
2025-05-28,R7,p5,0,0,0,0.0
2025-05-28,R8,p4,39,0,39,1.0
2025-05-28,R8,p1,85,0,85,1.0
2025-05-28,R8,p3,29,0,29,1.0
2025-05-28,R8,p2,102,0,102,1.0
2025-05-28,R8,p5,54,0,54,1.0
2025-05-28,R9,p4,116,0,116,1.0
2025-05-28,R9,p1,112,0,112,1.0
2025-05-28,R9,p3,79,0,79,1.0
2025-05-28,R9,p2,50,0,50,1.0
2025-05-28,R9,p5,60,0,60,1.0
2025-05-28,R10,p4,118,0,118,1.0
2025-05-28,R10,p1,15,0,15,1.0
2025-05-28,R10,p3,38,0,38,1.0
2025-05-28,R10,p2,26,0,26,1.0
2025-05-28,R10,p5,101,0,101,1.0
2025-05-29,R1,p4,8,0,8,1.0
2025-05-29,R1,p1,17,0,17,1.0
2025-05-29,R1,p3,10,0,10,1.0
2025-05-29,R1,p2,68,0,68,1.0
2025-05-29,R1,p5,145,0,145,1.0
2025-05-29,R2,p4,80,0,80,1.0
2025-05-29,R2,p1,97,0,97,1.0
2025-05-29,R2,p3,43,0,43,1.0
2025-05-29,R2,p2,46,0,46,1.0
2025-05-29,R2,p5,19,0,19,1.0
2025-05-29,R3,p4,123,0,123,1.0
2025-05-29,R3,p1,74,0,74,1.0
2025-05-29,R3,p3,63,0,63,1.0
2025-05-29,R3,p2,76,0,76,1.0
2025-05-29,R3,p5,80,0,80,1.0
2025-05-29,R4,p4,109,0,109,1.0
2025-05-29,R4,p1,7,0,7,1.0
2025-05-29,R4,p3,23,0,23,1.0
2025-05-29,R4,p2,63,0,63,1.0
2025-05-29,R4,p5,67,0,67,1.0
2025-05-29,R5,p4,31,0,31,1.0
2025-05-29,R5,p1,47,0,47,1.0
