date,entity_id,entity_type,item_id,item_type,inventory_level,capacity
2025-05-15,R6,retailer,p3,product,0,
2025-05-15,R6,retailer,p4,product,0,
2025-05-15,R6,retailer,p5,product,0,
2025-05-15,R7,retailer,p1,product,0,
2025-05-15,R7,retailer,p2,product,0,
2025-05-15,R7,retailer,p3,product,0,
2025-05-15,R7,retailer,p4,product,0,
2025-05-15,R7,retailer,p5,product,0,
2025-05-15,R8,retailer,p1,product,0,
2025-05-15,R8,retailer,p2,product,0,
2025-05-15,R8,retailer,p3,product,0,
2025-05-15,R8,retailer,p4,product,0,
2025-05-15,R8,retailer,p5,product,0,
2025-05-15,R9,retailer,p1,product,0,
2025-05-15,R9,retailer,p2,product,0,
2025-05-15,R9,retailer,p3,product,0,
2025-05-15,R9,retailer,p4,product,0,
2025-05-15,R9,retailer,p5,product,0,
2025-05-15,R10,retailer,p1,product,0,
2025-05-15,R10,retailer,p2,product,0,
2025-05-15,R10,retailer,p3,product,0,
2025-05-15,R10,retailer,p4,product,0,
2025-05-15,R10,retailer,p5,product,0,
2025-05-16,S1,supplier,m4,material,1745,1745.0
2025-05-16,S1,supplier,m3,material,1296,1296.0
2025-05-16,S1,supplier,m2,material,502,502.0
2025-05-16,S1,supplier,m9,material,1892,1892.0
2025-05-16,S1,supplier,m5,material,1594,1594.0
2025-05-16,S1,supplier,m1,material,610,610.0
2025-05-16,S1,supplier,m8,material,717,717.0
2025-05-16,S1,supplier,m7,material,1472,1472.0
2025-05-16,S1,supplier,m10,material,1529,1529.0
2025-05-16,S1,supplier,m6,material,692,692.0
2025-05-16,S2,supplier,m9,material,1375,1375.0
2025-05-16,S2,supplier,m1,material,1213,1213.0
2025-05-16,S2,supplier,m4,material,1785,1785.0
2025-05-16,S2,supplier,m8,material,1100,1100.0
2025-05-16,S2,supplier,m2,material,1655,1655.0
2025-05-16,S2,supplier,m10,material,702,702.0
2025-05-16,S2,supplier,m7,material,1336,1336.0
2025-05-16,S2,supplier,m5,material,688,688.0
2025-05-16,S2,supplier,m6,material,1788,1788.0
2025-05-16,S2,supplier,m3,material,1433,1433.0
2025-05-16,S3,supplier,m1,material,823,823.0
2025-05-16,S3,supplier,m5,material,752,752.0
2025-05-16,S3,supplier,m2,material,1292,1292.0
2025-05-16,S3,supplier,m3,material,755,755.0
2025-05-16,S3,supplier,m9,material,1530,1530.0
2025-05-16,S4,supplier,m9,material,1959,1959.0
2025-05-16,S4,supplier,m6,material,1931,1931.0
2025-05-16,S4,supplier,m4,material,1552,1552.0
2025-05-16,S4,supplier,m3,material,1079,1079.0
2025-05-16,S4,supplier,m10,material,650,650.0
2025-05-16,S4,supplier,m7,material,1678,1678.0
2025-05-16,S4,supplier,m2,material,1801,1801.0
2025-05-16,S5,supplier,m3,material,1585,1585.0
2025-05-16,S5,supplier,m8,material,518,518.0
2025-05-16,S5,supplier,m6,material,994,994.0
2025-05-16,M1,manufacturer,m1,material,168,
2025-05-16,M1,manufacturer,m2,material,196,
2025-05-16,M1,manufacturer,m3,material,100,
2025-05-16,M1,manufacturer,p5,product,131,354.0
2025-05-16,M2,manufacturer,m1,material,84,
2025-05-16,M2,manufacturer,m2,material,210,
2025-05-16,M2,manufacturer,p3,product,138,415.0
2025-05-16,M3,manufacturer,m1,material,63,
2025-05-16,M3,manufacturer,m2,material,34,
2025-05-16,M3,manufacturer,m3,material,189,
2025-05-16,M3,manufacturer,p4,product,117,436.0
2025-05-16,W1,warehouse,p6,product,0,2598.0
2025-05-16,W1,warehouse,p1,product,0,2598.0
2025-05-16,W1,warehouse,p2,product,0,2598.0
2025-05-16,W1,warehouse,p3,product,0,2598.0
2025-05-16,W1,warehouse,p4,product,0,2598.0
2025-05-16,W1,warehouse,p5,product,0,2598.0
2025-05-16,W2,warehouse,p6,product,0,2490.0
2025-05-16,W2,warehouse,p1,product,0,2490.0
2025-05-16,W2,warehouse,p2,product,0,2490.0
2025-05-16,W2,warehouse,p3,product,0,2490.0
2025-05-16,W2,warehouse,p4,product,0,2490.0
2025-05-16,W2,warehouse,p5,product,0,2490.0
2025-05-16,W3,warehouse,p6,product,0,1640.0
2025-05-16,W3,warehouse,p1,product,0,1640.0
2025-05-16,W3,warehouse,p2,product,0,1640.0
2025-05-16,W3,warehouse,p3,product,0,1640.0
2025-05-16,W3,warehouse,p4,product,0,1640.0
2025-05-16,W3,warehouse,p5,product,0,1640.0
2025-05-16,W4,warehouse,p6,product,0,4612.0
2025-05-16,W4,warehouse,p1,product,0,4612.0
2025-05-16,W4,warehouse,p2,product,0,4612.0
2025-05-16,W4,warehouse,p3,product,0,4612.0
2025-05-16,W4,warehouse,p4,product,0,4612.0
2025-05-16,W4,warehouse,p5,product,0,4612.0
2025-05-16,R1,retailer,p1,product,0,
2025-05-16,R1,retailer,p2,product,0,
2025-05-16,R1,retailer,p3,product,0,
2025-05-16,R1,retailer,p4,product,0,
2025-05-16,R1,retailer,p5,product,0,
2025-05-16,R2,retailer,p1,product,0,
2025-05-16,R2,retailer,p2,product,0,
2025-05-16,R2,retailer,p3,product,0,
2025-05-16,R2,retailer,p4,product,0,
2025-05-16,R2,retailer,p5,product,0,
2025-05-16,R3,retailer,p1,product,0,
2025-05-16,R3,retailer,p2,product,0,
2025-05-16,R3,retailer,p3,product,0,
2025-05-16,R3,retailer,p4,product,0,
2025-05-16,R3,retailer,p5,product,0,
2025-05-16,R4,retailer,p1,product,0,
2025-05-16,R4,retailer,p2,product,0,
2025-05-16,R4,retailer,p3,product,0,
2025-05-16,R4,retailer,p4,product,0,
2025-05-16,R4,retailer,p5,product,0,
2025-05-16,R5,retailer,p1,product,0,
2025-05-16,R5,retailer,p2,product,0,
2025-05-16,R5,retailer,p3,product,0,
2025-05-16,R5,retailer,p4,product,0,
2025-05-16,R5,retailer,p5,product,0,
2025-05-16,R6,retailer,p1,product,0,
2025-05-16,R6,retailer,p2,product,0,
2025-05-16,R6,retailer,p3,product,0,
2025-05-16,R6,retailer,p4,product,0,
2025-05-16,R6,retailer,p5,product,0,
2025-05-16,R7,retailer,p1,product,0,
2025-05-16,R7,retailer,p2,product,0,
2025-05-16,R7,retailer,p3,product,0,
2025-05-16,R7,retailer,p4,product,0,
2025-05-16,R7,retailer,p5,product,0,
2025-05-16,R8,retailer,p1,product,0,
2025-05-16,R8,retailer,p2,product,0,
2025-05-16,R8,retailer,p3,product,0,
2025-05-16,R8,retailer,p4,product,0,
2025-05-16,R8,retailer,p5,product,0,
2025-05-16,R9,retailer,p1,product,0,
2025-05-16,R9,retailer,p2,product,0,
2025-05-16,R9,retailer,p3,product,0,
2025-05-16,R9,retailer,p4,product,0,
2025-05-16,R9,retailer,p5,product,0,
2025-05-16,R10,retailer,p1,product,0,
2025-05-16,R10,retailer,p2,product,0,
2025-05-16,R10,retailer,p3,product,0,
2025-05-16,R10,retailer,p4,product,0,
2025-05-16,R10,retailer,p5,product,0,
2025-05-17,S1,supplier,m4,material,1745,1745.0
2025-05-17,S1,supplier,m3,material,1296,1296.0
2025-05-17,S1,supplier,m2,material,502,502.0
2025-05-17,S1,supplier,m9,material,1892,1892.0
2025-05-17,S1,supplier,m5,material,1594,1594.0
2025-05-17,S1,supplier,m1,material,610,610.0
2025-05-17,S1,supplier,m8,material,717,717.0
2025-05-17,S1,supplier,m7,material,1472,1472.0
2025-05-17,S1,supplier,m10,material,1529,1529.0
2025-05-17,S1,supplier,m6,material,692,692.0
2025-05-17,S2,supplier,m9,material,1375,1375.0
2025-05-17,S2,supplier,m1,material,1213,1213.0
2025-05-17,S2,supplier,m4,material,1785,1785.0
2025-05-17,S2,supplier,m8,material,1100,1100.0
2025-05-17,S2,supplier,m2,material,1655,1655.0
2025-05-17,S2,supplier,m10,material,702,702.0
2025-05-17,S2,supplier,m7,material,1336,1336.0
2025-05-17,S2,supplier,m5,material,688,688.0
2025-05-17,S2,supplier,m6,material,1788,1788.0
2025-05-17,S2,supplier,m3,material,1433,1433.0
2025-05-17,S3,supplier,m1,material,823,823.0
2025-05-17,S3,supplier,m5,material,752,752.0
2025-05-17,S3,supplier,m2,material,1292,1292.0
2025-05-17,S3,supplier,m3,material,755,755.0
2025-05-17,S3,supplier,m9,material,1530,1530.0
2025-05-17,S4,supplier,m9,material,1959,1959.0
2025-05-17,S4,supplier,m6,material,1931,1931.0
2025-05-17,S4,supplier,m4,material,1552,1552.0
2025-05-17,S4,supplier,m3,material,1079,1079.0
2025-05-17,S4,supplier,m10,material,650,650.0
2025-05-17,S4,supplier,m7,material,1678,1678.0
2025-05-17,S4,supplier,m2,material,1801,1801.0
2025-05-17,S5,supplier,m3,material,1585,1585.0
2025-05-17,S5,supplier,m8,material,518,518.0
2025-05-17,S5,supplier,m6,material,994,994.0
2025-05-17,M1,manufacturer,m1,material,168,
2025-05-17,M1,manufacturer,m2,material,196,
2025-05-17,M1,manufacturer,m3,material,100,
2025-05-17,M1,manufacturer,p5,product,131,354.0
2025-05-17,M2,manufacturer,m1,material,84,
2025-05-17,M2,manufacturer,m2,material,210,
2025-05-17,M2,manufacturer,p3,product,138,415.0
2025-05-17,M3,manufacturer,m1,material,63,
2025-05-17,M3,manufacturer,m2,material,34,
2025-05-17,M3,manufacturer,m3,material,189,
2025-05-17,M3,manufacturer,p4,product,117,436.0
2025-05-17,W1,warehouse,p6,product,0,2598.0
2025-05-17,W1,warehouse,p1,product,0,2598.0
2025-05-17,W1,warehouse,p2,product,0,2598.0
2025-05-17,W1,warehouse,p3,product,0,2598.0
2025-05-17,W1,warehouse,p4,product,0,2598.0
2025-05-17,W1,warehouse,p5,product,0,2598.0
2025-05-17,W2,warehouse,p6,product,0,2490.0
2025-05-17,W2,warehouse,p1,product,0,2490.0
2025-05-17,W2,warehouse,p2,product,0,2490.0
2025-05-17,W2,warehouse,p3,product,0,2490.0
2025-05-17,W2,warehouse,p4,product,0,2490.0
2025-05-17,W2,warehouse,p5,product,0,2490.0
2025-05-17,W3,warehouse,p6,product,0,1640.0
2025-05-17,W3,warehouse,p1,product,0,1640.0
2025-05-17,W3,warehouse,p2,product,0,1640.0
2025-05-17,W3,warehouse,p3,product,0,1640.0
2025-05-17,W3,warehouse,p4,product,0,1640.0
2025-05-17,W3,warehouse,p5,product,0,1640.0
2025-05-17,W4,warehouse,p6,product,0,4612.0
2025-05-17,W4,warehouse,p1,product,0,4612.0
2025-05-17,W4,warehouse,p2,product,0,4612.0
2025-05-17,W4,warehouse,p3,product,0,4612.0
2025-05-17,W4,warehouse,p4,product,0,4612.0
2025-05-17,W4,warehouse,p5,product,0,4612.0
2025-05-17,R1,retailer,p1,product,0,
2025-05-17,R1,retailer,p2,product,0,
2025-05-17,R1,retailer,p3,product,0,
2025-05-17,R1,retailer,p4,product,0,
2025-05-17,R1,retailer,p5,product,0,
2025-05-17,R2,retailer,p1,product,0,
2025-05-17,R2,retailer,p2,product,0,
2025-05-17,R2,retailer,p3,product,0,
2025-05-17,R2,retailer,p4,product,0,
2025-05-17,R2,retailer,p5,product,0,
2025-05-17,R3,retailer,p1,product,0,
2025-05-17,R3,retailer,p2,product,0,
2025-05-17,R3,retailer,p3,product,0,
2025-05-17,R3,retailer,p4,product,0,
2025-05-17,R3,retailer,p5,product,0,
2025-05-17,R4,retailer,p1,product,0,
2025-05-17,R4,retailer,p2,product,0,
2025-05-17,R4,retailer,p3,product,0,
2025-05-17,R4,retailer,p4,product,0,
2025-05-17,R4,retailer,p5,product,0,
2025-05-17,R5,retailer,p1,product,0,
2025-05-17,R5,retailer,p2,product,0,
2025-05-17,R5,retailer,p3,product,0,
2025-05-17,R5,retailer,p4,product,0,
2025-05-17,R5,retailer,p5,product,0,
2025-05-17,R6,retailer,p1,product,0,
2025-05-17,R6,retailer,p2,product,0,
2025-05-17,R6,retailer,p3,product,0,
2025-05-17,R6,retailer,p4,product,0,
2025-05-17,R6,retailer,p5,product,0,
2025-05-17,R7,retailer,p1,product,0,
2025-05-17,R7,retailer,p2,product,0,
2025-05-17,R7,retailer,p3,product,0,
2025-05-17,R7,retailer,p4,product,0,
2025-05-17,R7,retailer,p5,product,0,
2025-05-17,R8,retailer,p1,product,0,
2025-05-17,R8,retailer,p2,product,0,
2025-05-17,R8,retailer,p3,product,0,
2025-05-17,R8,retailer,p4,product,0,
2025-05-17,R8,retailer,p5,product,0,
2025-05-17,R9,retailer,p1,product,0,
2025-05-17,R9,retailer,p2,product,0,
2025-05-17,R9,retailer,p3,product,0,
2025-05-17,R9,retailer,p4,product,0,
2025-05-17,R9,retailer,p5,product,0,
2025-05-17,R10,retailer,p1,product,0,
2025-05-17,R10,retailer,p2,product,0,
2025-05-17,R10,retailer,p3,product,0,
2025-05-17,R10,retailer,p4,product,0,
2025-05-17,R10,retailer,p5,product,0,
2025-05-18,S1,supplier,m4,material,1745,1745.0
2025-05-18,S1,supplier,m3,material,1296,1296.0
2025-05-18,S1,supplier,m2,material,502,502.0
2025-05-18,S1,supplier,m9,material,1892,1892.0
2025-05-18,S1,supplier,m5,material,1594,1594.0
2025-05-18,S1,supplier,m1,material,610,610.0
2025-05-18,S1,supplier,m8,material,717,717.0
2025-05-18,S1,supplier,m7,material,1472,1472.0
2025-05-18,S1,supplier,m10,material,1529,1529.0
2025-05-18,S1,supplier,m6,material,692,692.0
2025-05-18,S2,supplier,m9,material,1375,1375.0
2025-05-18,S2,supplier,m1,material,1213,1213.0
2025-05-18,S2,supplier,m4,material,1785,1785.0
2025-05-18,S2,supplier,m8,material,1100,1100.0
2025-05-18,S2,supplier,m2,material,1655,1655.0
2025-05-18,S2,supplier,m10,material,702,702.0
2025-05-18,S2,supplier,m7,material,1336,1336.0
2025-05-18,S2,supplier,m5,material,688,688.0
2025-05-18,S2,supplier,m6,material,1788,1788.0
2025-05-18,S2,supplier,m3,material,1433,1433.0
2025-05-18,S3,supplier,m1,material,823,823.0
2025-05-18,S3,supplier,m5,material,752,752.0
2025-05-18,S3,supplier,m2,material,1292,1292.0
2025-05-18,S3,supplier,m3,material,755,755.0
2025-05-18,S3,supplier,m9,material,1530,1530.0
2025-05-18,S4,supplier,m9,material,1959,1959.0
2025-05-18,S4,supplier,m6,material,1931,1931.0
2025-05-18,S4,supplier,m4,material,1552,1552.0
2025-05-18,S4,supplier,m3,material,1079,1079.0
2025-05-18,S4,supplier,m10,material,650,650.0
2025-05-18,S4,supplier,m7,material,1678,1678.0
2025-05-18,S4,supplier,m2,material,1801,1801.0
2025-05-18,S5,supplier,m3,material,1585,1585.0
2025-05-18,S5,supplier,m8,material,518,518.0
2025-05-18,S5,supplier,m6,material,994,994.0
2025-05-18,M1,manufacturer,m1,material,168,
2025-05-18,M1,manufacturer,m2,material,196,
2025-05-18,M1,manufacturer,m3,material,100,
2025-05-18,M1,manufacturer,p5,product,131,354.0
2025-05-18,M2,manufacturer,m1,material,84,
2025-05-18,M2,manufacturer,m2,material,210,
2025-05-18,M2,manufacturer,p3,product,138,415.0
2025-05-18,M3,manufacturer,m1,material,63,
2025-05-18,M3,manufacturer,m2,material,34,
2025-05-18,M3,manufacturer,m3,material,189,
2025-05-18,M3,manufacturer,p4,product,117,436.0
2025-05-18,W1,warehouse,p6,product,0,2598.0
2025-05-18,W1,warehouse,p1,product,0,2598.0
2025-05-18,W1,warehouse,p2,product,0,2598.0
2025-05-18,W1,warehouse,p3,product,0,2598.0
2025-05-18,W1,warehouse,p4,product,0,2598.0
2025-05-18,W1,warehouse,p5,product,0,2598.0
2025-05-18,W2,warehouse,p6,product,0,2490.0
2025-05-18,W2,warehouse,p1,product,0,2490.0
2025-05-18,W2,warehouse,p2,product,0,2490.0
2025-05-18,W2,warehouse,p3,product,0,2490.0
2025-05-18,W2,warehouse,p4,product,0,2490.0
2025-05-18,W2,warehouse,p5,product,0,2490.0
2025-05-18,W3,warehouse,p6,product,0,1640.0
2025-05-18,W3,warehouse,p1,product,0,1640.0
2025-05-18,W3,warehouse,p2,product,0,1640.0
2025-05-18,W3,warehouse,p3,product,0,1640.0
2025-05-18,W3,warehouse,p4,product,0,1640.0
2025-05-18,W3,warehouse,p5,product,0,1640.0
2025-05-18,W4,warehouse,p6,product,0,4612.0
2025-05-18,W4,warehouse,p1,product,0,4612.0
2025-05-18,W4,warehouse,p2,product,0,4612.0
2025-05-18,W4,warehouse,p3,product,0,4612.0
2025-05-18,W4,warehouse,p4,product,0,4612.0
2025-05-18,W4,warehouse,p5,product,0,4612.0
2025-05-18,R1,retailer,p1,product,0,
2025-05-18,R1,retailer,p2,product,0,
2025-05-18,R1,retailer,p3,product,0,
2025-05-18,R1,retailer,p4,product,0,
2025-05-18,R1,retailer,p5,product,0,
2025-05-18,R2,retailer,p1,product,0,
2025-05-18,R2,retailer,p2,product,0,
2025-05-18,R2,retailer,p3,product,0,
2025-05-18,R2,retailer,p4,product,0,
2025-05-18,R2,retailer,p5,product,0,
2025-05-18,R3,retailer,p1,product,0,
2025-05-18,R3,retailer,p2,product,0,
2025-05-18,R3,retailer,p3,product,0,
2025-05-18,R3,retailer,p4,product,0,
2025-05-18,R3,retailer,p5,product,0,
2025-05-18,R4,retailer,p1,product,0,
2025-05-18,R4,retailer,p2,product,0,
2025-05-18,R4,retailer,p3,product,0,
2025-05-18,R4,retailer,p4,product,0,
2025-05-18,R4,retailer,p5,product,0,
2025-05-18,R5,retailer,p1,product,0,
2025-05-18,R5,retailer,p2,product,0,
2025-05-18,R5,retailer,p3,product,0,
2025-05-18,R5,retailer,p4,product,0,
2025-05-18,R5,retailer,p5,product,0,
2025-05-18,R6,retailer,p1,product,0,
2025-05-18,R6,retailer,p2,product,0,
2025-05-18,R6,retailer,p3,product,0,
2025-05-18,R6,retailer,p4,product,0,
2025-05-18,R6,retailer,p5,product,0,
2025-05-18,R7,retailer,p1,product,0,
2025-05-18,R7,retailer,p2,product,0,
2025-05-18,R7,retailer,p3,product,0,
2025-05-18,R7,retailer,p4,product,0,
2025-05-18,R7,retailer,p5,product,0,
2025-05-18,R8,retailer,p1,product,0,
2025-05-18,R8,retailer,p2,product,0,
2025-05-18,R8,retailer,p3,product,0,
2025-05-18,R8,retailer,p4,product,0,
2025-05-18,R8,retailer,p5,product,0,
2025-05-18,R9,retailer,p1,product,0,
2025-05-18,R9,retailer,p2,product,0,
2025-05-18,R9,retailer,p3,product,0,
2025-05-18,R9,retailer,p4,product,0,
2025-05-18,R9,retailer,p5,product,0,
2025-05-18,R10,retailer,p1,product,0,
2025-05-18,R10,retailer,p2,product,0,
2025-05-18,R10,retailer,p3,product,0,
2025-05-18,R10,retailer,p4,product,0,
2025-05-18,R10,retailer,p5,product,0,
2025-05-19,S1,supplier,m4,material,1745,1745.0
2025-05-19,S1,supplier,m3,material,1296,1296.0
2025-05-19,S1,supplier,m2,material,502,502.0
2025-05-19,S1,supplier,m9,material,1892,1892.0
2025-05-19,S1,supplier,m5,material,1594,1594.0
2025-05-19,S1,supplier,m1,material,610,610.0
2025-05-19,S1,supplier,m8,material,717,717.0
2025-05-19,S1,supplier,m7,material,1472,1472.0
2025-05-19,S1,supplier,m10,material,1529,1529.0
2025-05-19,S1,supplier,m6,material,692,692.0
2025-05-19,S2,supplier,m9,material,1375,1375.0
2025-05-19,S2,supplier,m1,material,1213,1213.0
2025-05-19,S2,supplier,m4,material,1785,1785.0
2025-05-19,S2,supplier,m8,material,1100,1100.0
2025-05-19,S2,supplier,m2,material,1655,1655.0
2025-05-19,S2,supplier,m10,material,702,702.0
2025-05-19,S2,supplier,m7,material,1336,1336.0
2025-05-19,S2,supplier,m5,material,688,688.0
2025-05-19,S2,supplier,m6,material,1788,1788.0
2025-05-19,S2,supplier,m3,material,1433,1433.0
2025-05-19,S3,supplier,m1,material,823,823.0
2025-05-19,S3,supplier,m5,material,752,752.0
2025-05-19,S3,supplier,m2,material,1292,1292.0
2025-05-19,S3,supplier,m3,material,755,755.0
2025-05-19,S3,supplier,m9,material,1530,1530.0
2025-05-19,S4,supplier,m9,material,1959,1959.0
2025-05-19,S4,supplier,m6,material,1931,1931.0
2025-05-19,S4,supplier,m4,material,1552,1552.0
2025-05-19,S4,supplier,m3,material,1079,1079.0
2025-05-19,S4,supplier,m10,material,650,650.0
2025-05-19,S4,supplier,m7,material,1678,1678.0
2025-05-19,S4,supplier,m2,material,1801,1801.0
2025-05-19,S5,supplier,m3,material,1585,1585.0
2025-05-19,S5,supplier,m8,material,518,518.0
2025-05-19,S5,supplier,m6,material,994,994.0
2025-05-19,M1,manufacturer,m1,material,168,
2025-05-19,M1,manufacturer,m2,material,196,
2025-05-19,M1,manufacturer,m3,material,100,
2025-05-19,M1,manufacturer,p5,product,131,354.0
2025-05-19,M2,manufacturer,m1,material,84,
2025-05-19,M2,manufacturer,m2,material,210,
2025-05-19,M2,manufacturer,p3,product,138,415.0
2025-05-19,M3,manufacturer,m1,material,63,
2025-05-19,M3,manufacturer,m2,material,34,
2025-05-19,M3,manufacturer,m3,material,189,
2025-05-19,M3,manufacturer,p4,product,117,436.0
2025-05-19,W1,warehouse,p6,product,0,2598.0
2025-05-19,W1,warehouse,p1,product,0,2598.0
2025-05-19,W1,warehouse,p2,product,0,2598.0
2025-05-19,W1,warehouse,p3,product,0,2598.0
2025-05-19,W1,warehouse,p4,product,0,2598.0
2025-05-19,W1,warehouse,p5,product,0,2598.0
2025-05-19,W2,warehouse,p6,product,0,2490.0
2025-05-19,W2,warehouse,p1,product,0,2490.0
2025-05-19,W2,warehouse,p2,product,0,2490.0
2025-05-19,W2,warehouse,p3,product,0,2490.0
2025-05-19,W2,warehouse,p4,product,0,2490.0
2025-05-19,W2,warehouse,p5,product,0,2490.0
2025-05-19,W3,warehouse,p6,product,0,1640.0
2025-05-19,W3,warehouse,p1,product,0,1640.0
2025-05-19,W3,warehouse,p2,product,0,1640.0
2025-05-19,W3,warehouse,p3,product,0,1640.0
2025-05-19,W3,warehouse,p4,product,0,1640.0
2025-05-19,W3,warehouse,p5,product,0,1640.0
2025-05-19,W4,warehouse,p6,product,0,4612.0
2025-05-19,W4,warehouse,p1,product,0,4612.0
2025-05-19,W4,warehouse,p2,product,0,4612.0
2025-05-19,W4,warehouse,p3,product,0,4612.0
2025-05-19,W4,warehouse,p4,product,0,4612.0
2025-05-19,W4,warehouse,p5,product,0,4612.0
2025-05-19,R1,retailer,p1,product,0,
2025-05-19,R1,retailer,p2,product,0,
2025-05-19,R1,retailer,p3,product,0,
2025-05-19,R1,retailer,p4,product,0,
2025-05-19,R1,retailer,p5,product,0,
2025-05-19,R2,retailer,p1,product,0,
2025-05-19,R2,retailer,p2,product,0,
2025-05-19,R2,retailer,p3,product,0,
2025-05-19,R2,retailer,p4,product,0,
2025-05-19,R2,retailer,p5,product,0,
2025-05-19,R3,retailer,p1,product,0,
2025-05-19,R3,retailer,p2,product,0,
2025-05-19,R3,retailer,p3,product,0,
2025-05-19,R3,retailer,p4,product,0,
2025-05-19,R3,retailer,p5,product,0,
2025-05-19,R4,retailer,p1,product,0,
2025-05-19,R4,retailer,p2,product,0,
2025-05-19,R4,retailer,p3,product,0,
2025-05-19,R4,retailer,p4,product,0,
2025-05-19,R4,retailer,p5,product,0,
2025-05-19,R5,retailer,p1,product,0,
2025-05-19,R5,retailer,p2,product,0,
2025-05-19,R5,retailer,p3,product,0,
2025-05-19,R5,retailer,p4,product,0,
2025-05-19,R5,retailer,p5,product,0,
2025-05-19,R6,retailer,p1,product,0,
2025-05-19,R6,retailer,p2,product,0,
2025-05-19,R6,retailer,p3,product,0,
2025-05-19,R6,retailer,p4,product,0,
2025-05-19,R6,retailer,p5,product,0,
2025-05-19,R7,retailer,p1,product,0,
2025-05-19,R7,retailer,p2,product,0,
2025-05-19,R7,retailer,p3,product,0,
2025-05-19,R7,retailer,p4,product,0,
2025-05-19,R7,retailer,p5,product,0,
2025-05-19,R8,retailer,p1,product,0,
2025-05-19,R8,retailer,p2,product,0,
2025-05-19,R8,retailer,p3,product,0,
2025-05-19,R8,retailer,p4,product,0,
2025-05-19,R8,retailer,p5,product,0,
2025-05-19,R9,retailer,p1,product,0,
2025-05-19,R9,retailer,p2,product,0,
2025-05-19,R9,retailer,p3,product,0,
2025-05-19,R9,retailer,p4,product,0,
2025-05-19,R9,retailer,p5,product,0,
2025-05-19,R10,retailer,p1,product,0,
2025-05-19,R10,retailer,p2,product,0,
2025-05-19,R10,retailer,p3,product,0,
2025-05-19,R10,retailer,p4,product,0,
2025-05-19,R10,retailer,p5,product,0,
2025-05-20,S1,supplier,m4,material,1745,1745.0
2025-05-20,S1,supplier,m3,material,1296,1296.0
2025-05-20,S1,supplier,m2,material,502,502.0
2025-05-20,S1,supplier,m9,material,1892,1892.0
2025-05-20,S1,supplier,m5,material,1594,1594.0
2025-05-20,S1,supplier,m1,material,610,610.0
2025-05-20,S1,supplier,m8,material,717,717.0
2025-05-20,S1,supplier,m7,material,1472,1472.0
2025-05-20,S1,supplier,m10,material,1529,1529.0
2025-05-20,S1,supplier,m6,material,692,692.0
2025-05-20,S2,supplier,m9,material,1375,1375.0
2025-05-20,S2,supplier,m1,material,1213,1213.0
2025-05-20,S2,supplier,m4,material,1785,1785.0
2025-05-20,S2,supplier,m8,material,1100,1100.0
2025-05-20,S2,supplier,m2,material,1655,1655.0
2025-05-20,S2,supplier,m10,material,702,702.0
2025-05-20,S2,supplier,m7,material,1336,1336.0
2025-05-20,S2,supplier,m5,material,688,688.0
2025-05-20,S2,supplier,m6,material,1788,1788.0
2025-05-20,S2,supplier,m3,material,1433,1433.0
2025-05-20,S3,supplier,m1,material,823,823.0
2025-05-20,S3,supplier,m5,material,752,752.0
2025-05-20,S3,supplier,m2,material,1292,1292.0
2025-05-20,S3,supplier,m3,material,755,755.0
2025-05-20,S3,supplier,m9,material,1530,1530.0
2025-05-20,S4,supplier,m9,material,1959,1959.0
2025-05-20,S4,supplier,m6,material,1931,1931.0
2025-05-20,S4,supplier,m4,material,1552,1552.0
2025-05-20,S4,supplier,m3,material,1079,1079.0
2025-05-20,S4,supplier,m10,material,650,650.0
2025-05-20,S4,supplier,m7,material,1678,1678.0
2025-05-20,S4,supplier,m2,material,1801,1801.0
2025-05-20,S5,supplier,m3,material,1585,1585.0
2025-05-20,S5,supplier,m8,material,518,518.0
2025-05-20,S5,supplier,m6,material,994,994.0
2025-05-20,M1,manufacturer,m1,material,168,
2025-05-20,M1,manufacturer,m2,material,196,
2025-05-20,M1,manufacturer,m3,material,100,
2025-05-20,M1,manufacturer,p5,product,131,354.0
2025-05-20,M2,manufacturer,m1,material,84,
2025-05-20,M2,manufacturer,m2,material,210,
2025-05-20,M2,manufacturer,p3,product,138,415.0
2025-05-20,M3,manufacturer,m1,material,63,
2025-05-20,M3,manufacturer,m2,material,34,
2025-05-20,M3,manufacturer,m3,material,189,
2025-05-20,M3,manufacturer,p4,product,117,436.0
2025-05-20,W1,warehouse,p6,product,0,2598.0
2025-05-20,W1,warehouse,p1,product,0,2598.0
2025-05-20,W1,warehouse,p2,product,0,2598.0
2025-05-20,W1,warehouse,p3,product,0,2598.0
2025-05-20,W1,warehouse,p4,product,0,2598.0
2025-05-20,W1,warehouse,p5,product,0,2598.0
2025-05-20,W2,warehouse,p6,product,0,2490.0
2025-05-20,W2,warehouse,p1,product,0,2490.0
2025-05-20,W2,warehouse,p2,product,0,2490.0
2025-05-20,W2,warehouse,p3,product,0,2490.0
2025-05-20,W2,warehouse,p4,product,0,2490.0
2025-05-20,W2,warehouse,p5,product,0,2490.0
2025-05-20,W3,warehouse,p6,product,0,1640.0
2025-05-20,W3,warehouse,p1,product,0,1640.0
2025-05-20,W3,warehouse,p2,product,0,1640.0
2025-05-20,W3,warehouse,p3,product,0,1640.0
2025-05-20,W3,warehouse,p4,product,0,1640.0
2025-05-20,W3,warehouse,p5,product,0,1640.0
